CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,BELL EQUIPMENT UK LTD,,BELL,,5450964,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,12.0,4.9,0.9,32.0,110.0,1.3,0.0,0.8,0.0,3.5,0.3,0.1,0.1,2907.0,14.0,1303.0,92.0,1205.0,0.1,0.2,1.4,,0.0,,126.1,,,,,,,,,,,,,17,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450967,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,14.0,4.5,1.0,36.0,127.0,1.3,0.8,0.6,0.0,4.2,0.7,0.1,0.1,2668.0,11.0,1351.0,88.0,1074.0,0.3,0.1,1.3,,0.0,,128.9,,,,,,,,,,,,,25,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450968,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,12.0,5.2,1.0,42.0,141.0,1.4,0.0,1.1,0.0,4.1,0.4,0.1,0.2,2799.0,15.0,1340.0,95.0,1132.0,0.5,0.1,1.4,,0.0,,124.8,,,,,,,,,,,,,21,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451114,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,12.0,5.7,1.0,35.0,131.0,1.7,1.5,1.0,0.0,4.4,0.6,0.0,0.2,2771.0,9.7,1434.0,88.0,1149.0,0.4,0.1,1.4,,0.0,,129.6,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451117,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,12.0,5.0,0.9,45.0,132.0,2.0,0.0,0.9,0.0,4.2,0.4,0.1,0.2,2639.0,10.0,1393.0,88.0,1071.0,0.4,0.1,1.3,,0.0,,128.5,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5785403,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,8.4,17.0,5.7,1.2,77.0,404.0,3.7,1.1,4.6,0.0,3.7,0.4,0.1,0.3,2556.0,11.0,877.0,81.0,1080.0,0.3,0.2,7.3,,0.1,,82.0,,,,,,,,,,,,,64,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5785404,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,19.0,8.1,1.0,151.0,330.0,5.5,0.0,5.8,0.0,2.9,0.3,0.1,0.2,2871.0,14.0,999.0,95.0,1177.0,0.3,0.3,8.8,,0.1,,91.9,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450957,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.  ,viscosity,Fluid Condition,Training,,,11.0,13.0,4.6,1.0,31.0,120.0,1.6,0.1,0.8,0.0,3.8,0.6,0.0,0.1,2682.0,9.8,1369.0,84.0,1110.0,0.4,0.1,1.2,,0.0,,131.4,,,,,,,,,,,,,20,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5451118,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,15.0,12.0,6.2,1.1,47.0,139.0,1.7,0.8,0.9,0.0,4.5,0.4,0.1,0.1,2606.0,10.0,1433.0,85.0,1079.0,0.6,0.1,2.7,,0.0,,131.2,,,,,,,,,,,,,20,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5634008,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,10.0,12.0,2.5,0.8,32.0,130.0,0.8,0.0,3.1,0.0,3.1,0.4,0.1,0.1,2059.0,8.1,1586.0,67.0,840.0,0.2,0.3,0.9,,0.0,,143.7,,,,,,,,,,,,,23,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5634011,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,9.9,13.0,2.7,0.8,32.0,129.0,0.5,0.0,3.4,0.0,3.1,0.5,0.1,0.1,2024.0,7.9,1578.0,68.0,822.0,0.4,0.1,0.5,,0.0,,143.2,,,,,,,,,,,,,23,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5634012,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,10.0,12.0,2.5,0.8,32.0,122.0,0.9,0.0,3.4,0.0,3.0,0.4,0.1,0.2,2091.0,7.9,1549.0,72.0,849.0,0.4,0.6,0.7,,0.0,,141.7,,,,,,,,,,,,,22,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5634021,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,9.6,17.0,11.0,3.7,81.0,726.0,2.5,0.8,0.9,0.0,15.0,2.3,0.1,0.4,763.0,7.6,1934.0,26.0,384.0,2.5,2.3,1.5,,0.0,,172.1,,,,,,,,,,,,,23,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5634022,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-07,2022-09-12,5,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,6.5,14.0,5.9,2.0,69.0,476.0,2.5,1.6,0.4,0.0,12.0,1.5,0.1,0.1,70.0,3.5,2000.0,9.9,56.0,1.1,0.1,0.8,,0.0,,189.1,,,,,,,,,,,,,60,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5787582,BELL BORATE OIL,12/09/2022 00:00:00,2022-09-09,2022-09-12,3,2265,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.,copper,Wear Metals,Training,,,13.0,16.0,6.2,2.2,57.0,270.0,2.9,0.7,2.0,0.0,15.0,0.6,0.0,0.2,4046.0,12.0,1173.0,94.0,1635.0,5.3,0.1,1.5,,0.0,,106.0,,,,,,,,,,,,,42,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5634018,BELL BORATE OIL,13/09/2022 00:00:00,2022-09-07,2022-09-13,6,,Visible debris present. Sample appears inconsistent with stated product. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,visible ,Possible Sample Issue,Training,,,8.5,19.0,13.0,4.5,91.0,910.0,2.3,1.9,0.8,0.0,19.0,2.7,0.2,0.2,141.0,6.2,2000.0,7.2,119.0,3.1,0.4,1.7,,0.0,,190.5,,,,,,,,,,,,,26,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5787585,BELL BORATE OIL,14/09/2022 00:00:00,2022-09-09,2022-09-14,5,2265,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.  ,copper,Wear Metals,Training,,,16.0,15.0,4.8,1.6,77.0,187.0,3.8,0.7,1.7,0.0,8.2,0.4,0.0,0.2,3892.0,13.0,1237.0,125.0,1581.0,2.5,0.1,2.5,,0.0,,104.1,,,,,,,,,,,,,64,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5787586,BELL BORATE OIL,14/09/2022 00:00:00,2022-09-09,2022-09-14,5,2265,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.  ,copper,Wear Metals,Training,,,17.0,14.0,4.8,1.6,63.0,155.0,3.2,0.3,1.6,0.0,8.0,0.5,0.0,0.2,3850.0,13.0,1211.0,126.0,1571.0,3.5,0.1,2.4,,0.1,,105.5,,,,,,,,,,,,,30,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5177765,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,8.1,1.5,0.5,9.1,56.0,0.3,0.3,3.9,0.0,1.2,0.1,0.0,0.1,3788.0,16.0,1238.0,126.0,1545.0,0.1,0.0,1.5,,0.0,,106.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177766,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,10.0,3.1,0.4,22.0,82.0,1.0,0.7,3.6,0.0,1.7,0.1,0.0,0.1,3753.0,15.0,1189.0,125.0,1524.0,0.2,0.0,1.7,,0.0,,106.7,,,,,,,,,,,,,12,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177767,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,12.0,3.1,0.6,80.0,124.0,2.0,0.2,3.8,0.0,2.0,0.2,0.1,0.1,3854.0,16.0,1262.0,131.0,1594.0,0.5,0.1,2.1,,0.0,,108.1,,,,,,,,,,,,,15,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177773,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,22.0,5.2,0.6,49.0,85.0,0.3,1.4,1.7,0.0,2.2,0.3,0.0,0.1,3707.0,20.0,1190.0,126.0,1526.0,0.5,0.0,1.2,,0.0,,108.1,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177776,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,12.0,3.4,0.7,27.0,97.0,0.9,0.0,1.7,0.0,2.3,0.3,0.0,0.1,3338.0,19.0,1165.0,113.0,1351.0,0.4,0.0,1.2,,0.0,,107.9,,,,,,,,,,,,,16,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5785364,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,10.0,2.3,1.1,23.0,109.0,2.0,0.3,0.7,0.0,6.2,0.2,0.0,0.3,3640.0,11.0,1156.0,115.0,1485.0,2.1,0.1,1.5,,0.0,,103.7,,,,,,,,,,,,,15,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5785365,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,9.9,2.9,0.9,34.0,89.0,1.1,0.0,1.2,0.0,4.6,0.3,0.0,0.2,3579.0,11.0,1123.0,109.0,1466.0,2.3,0.1,1.4,,0.0,,105.3,,,,,,,,,,,,,15,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5785367,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention. ,lead,Wear Metals,Training,,,13.0,8.7,2.2,0.5,22.0,49.0,104.0,0.8,1.4,0.0,1.1,0.0,0.0,0.3,3382.0,9.6,1095.0,101.0,1406.0,0.3,0.8,1.2,,0.0,,99.0,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5790822,BELL BORATE OIL,15/09/2022 00:00:00,2022-09-14,2022-09-15,1,,Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,9.1,17.0,18.0,6.1,98.0,914.0,2.0,2.0,0.7,0.0,16.0,1.8,0.1,0.3,34.0,4.8,2000.0,7.4,71.0,2.4,0.1,1.5,,0.0,,191.1,,,,,,,,,,,,,32,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5785368,BELL BORATE OIL,16/09/2022 00:00:00,2022-09-14,2022-09-16,2,,Visible debris present (metal / metal-like particles). The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.,copper,Wear Metals,Training,,,16.0,13.0,4.2,1.5,82.0,145.0,5.1,0.0,1.6,0.0,10.0,0.3,0.1,0.3,3768.0,13.0,1217.0,120.0,1563.0,3.1,0.1,1.3,,0.0,,104.6,,,,,,,,,,,,,51,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5790825,BELL BORATE OIL,16/09/2022 00:00:00,2022-09-14,2022-09-16,2,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,8.5,21.0,17.0,6.2,110.0,963.0,2.7,1.9,0.7,0.0,17.0,1.3,0.1,0.2,30.0,5.3,2000.0,7.3,77.0,3.5,0.0,1.4,,0.0,,191.1,,,,,,,,,,,,,17,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5790826,BELL BORATE OIL,16/09/2022 00:00:00,2022-09-14,2022-09-16,2,,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,8.8,18.0,17.0,5.8,114.0,985.0,1.5,2.8,0.6,0.0,18.0,2.0,0.1,0.3,50.0,4.8,1966.0,10.0,80.0,3.2,0.1,1.5,,0.0,,191.8,,,,,,,,,,,,,32,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4613316,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,7.0,1.8,0.3,5.0,13.0,0.9,0.6,1.4,0.0,0.3,0.2,0.9,0.3,3244.0,22.0,1057.0,91.0,1432.0,0.3,0.4,2.1,,0.1,,98.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4613317,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,12.0,2.6,0.6,13.0,40.0,0.0,1.2,1.5,0.0,0.7,0.2,0.9,0.2,3090.0,21.0,1008.0,88.0,1352.0,0.4,0.4,1.6,,0.0,,90.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4613320,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.0,1.5,1.0,21.0,248.0,0.0,2.2,1.6,0.0,1.9,0.2,0.9,0.1,3440.0,21.0,1087.0,92.0,1429.0,0.5,0.4,1.8,,0.1,,106.7,,,,,,,,,,,,,34,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4821045,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,6.2,24.0,9.4,2.1,170.0,361.0,5.2,2.4,0.4,0.0,7.2,0.5,0.9,0.1,3282.0,8.3,1037.0,84.0,1341.0,1.4,0.3,2.3,,0.2,,104.9,,,,,,,,,,,,,33,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4821046,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,6.2,26.0,5.6,1.5,97.0,239.0,3.4,2.1,0.5,0.0,4.0,0.5,0.9,0.0,3379.0,8.8,1051.0,90.0,1358.0,1.3,0.3,2.4,,0.2,,110.7,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258486,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,9.2,3.7,1.3,63.0,185.0,1.3,1.2,2.0,0.0,4.0,0.3,0.9,0.0,2610.0,13.0,1404.0,69.0,1030.0,1.1,0.3,1.0,,0.0,,122.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258487,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,12.0,11.0,4.3,1.6,86.0,207.0,3.6,2.2,2.1,0.0,5.8,0.4,0.9,0.1,2617.0,13.0,1390.0,70.0,1028.0,1.3,0.3,1.4,,0.0,,121.7,,,,,,,,,,,,,16,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5258490,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,13.0,4.6,1.4,77.0,170.0,0.0,1.8,2.0,0.0,4.6,0.4,0.9,0.2,2491.0,13.0,1161.0,66.0,977.0,1.1,0.5,1.5,,0.1,,115.6,,,,,,,,,,,,,48,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5456335,BELL BORATE OIL,20/09/2022 00:00:00,2022-09-16,2022-09-20,4,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,9.6,3.1,1.1,12.0,117.0,12.0,0.8,1.7,0.0,15.0,0.3,0.9,0.4,2792.0,9.8,1396.0,78.0,1118.0,1.8,0.8,1.7,,0.0,,126.7,,,,,,,,,,,,,29,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4821047,BELL BORATE OIL,21/09/2022 00:00:00,2022-09-16,2022-09-21,5,,Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.,copper,Wear Metals,Training,,,8.9,23.0,4.9,3.1,736.0,666.0,15.0,3.8,0.9,0.1,7.9,0.4,0.1,0.2,1962.0,7.6,880.0,76.0,887.0,2.1,0.3,3.0,,0.1,,88.3,,,,,,,,,,,,,70,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5456331,BELL BORATE OIL,21/09/2022 00:00:00,2022-09-16,2022-09-21,5,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,13.0,16.0,4.9,1.1,16.0,123.0,2.2,1.1,0.7,0.0,9.3,0.4,0.9,0.3,2648.0,10.0,1437.0,70.0,1075.0,1.7,0.4,1.4,,0.0,,137.0,,,,,,,,,,,,,16,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5456334,BELL BORATE OIL,21/09/2022 00:00:00,2022-09-16,2022-09-21,5,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,13.0,10.0,3.5,1.0,13.0,98.0,1.8,1.1,1.3,0.0,8.0,0.3,0.9,0.2,2741.0,9.8,1393.0,72.0,1081.0,1.2,0.4,0.9,,0.0,,134.1,,,,,,,,,,,,,23,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5342929,BELL BORATE OIL,24/09/2022 00:00:00,2022-09-23,2022-09-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.3,1.5,0.3,6.3,34.0,0.0,0.2,0.8,0.0,1.0,0.1,0.0,0.0,3751.0,12.0,1224.0,105.0,1482.0,0.3,0.0,0.6,,0.0,,113.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342930,BELL BORATE OIL,24/09/2022 00:00:00,2022-09-23,2022-09-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,14.0,2.9,0.2,6.9,28.0,0.0,0.7,5.2,0.0,0.8,0.1,0.0,0.0,3814.0,10.0,1218.0,112.0,1506.0,0.3,0.0,1.3,,0.0,,110.3,,,,,,,,,,,,,11,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342932,BELL BORATE OIL,24/09/2022 00:00:00,2022-09-23,2022-09-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.2,1.5,0.3,6.2,34.0,0.0,0.5,0.8,0.0,1.0,0.1,0.0,0.0,3663.0,12.0,1188.0,101.0,1451.0,0.3,0.0,0.2,,0.0,,113.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342933,BELL BORATE OIL,24/09/2022 00:00:00,2022-09-23,2022-09-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,8.4,1.4,0.3,5.2,31.0,0.0,0.1,3.6,0.0,1.0,0.1,0.0,0.0,3777.0,10.0,1231.0,106.0,1493.0,0.3,0.0,0.1,,0.0,,113.3,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5669241,BELL BORATE OIL,24/09/2022 00:00:00,2022-09-23,2022-09-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,13.0,4.5,1.3,43.0,200.0,0.0,1.1,1.6,0.0,5.0,0.3,0.0,0.0,3162.0,12.0,1290.0,89.0,1252.0,0.9,0.0,0.5,,0.0,,115.0,,,,,,,,,,,,,32,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5669244,BELL BORATE OIL,26/09/2022 00:00:00,2022-09-23,2022-09-26,3,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.,debris,Possible Sample Issue,Training,,,12.0,10.0,3.8,0.7,37.0,117.0,0.3,0.4,1.6,0.0,4.2,0.4,0.0,0.0,3082.0,11.0,1304.0,89.0,1222.0,0.5,0.0,1.2,,0.0,,115.3,,,,,,,,,,,,,33,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5669245,BELL BORATE OIL,27/09/2022 00:00:00,2022-09-23,2022-09-27,4,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.,debris,Possible Sample Issue,Training,,,10.0,9.8,2.6,0.7,28.0,90.0,0.0,0.6,1.4,0.0,3.5,0.2,0.0,0.0,2933.0,10.0,1260.0,83.0,1169.0,0.5,0.0,0.6,,0.0,,116.7,,,,,,,,,,,,,20,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5160896,BELL BORATE OIL,29/09/2022 00:00:00,2022-09-28,2022-09-29,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,9.0,5.2,0.7,20.0,147.0,0.3,0.6,0.8,0.0,1.5,0.1,0.0,0.0,3363.0,9.8,1062.0,92.0,1384.0,0.0,0.0,0.9,,0.0,,99.5,,,,,,,,,,,,,15,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5160897,BELL BORATE OIL,29/09/2022 00:00:00,2022-09-28,2022-09-29,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,10.0,4.0,0.7,36.0,142.0,1.0,0.6,0.9,0.0,1.7,0.1,0.0,0.0,3781.0,11.0,1161.0,102.0,1537.0,0.1,0.0,1.1,,0.0,,108.0,,,,,,,,,,,,,22,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5160899,BELL BORATE OIL,29/09/2022 00:00:00,2022-09-28,2022-09-29,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,31.0,4.4,1.0,43.0,149.0,0.2,1.2,1.1,0.0,1.7,0.1,0.0,0.0,3992.0,13.0,1193.0,107.0,1598.0,0.2,1.2,1.3,,0.0,,107.9,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5160900,BELL BORATE OIL,29/09/2022 00:00:00,2022-09-28,2022-09-29,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.1,3.8,0.6,23.0,106.0,0.4,0.4,0.8,0.0,1.3,0.0,0.0,0.0,3743.0,11.0,1145.0,99.0,1528.0,0.1,0.0,0.7,,0.0,,107.0,,,,,,,,,,,,,14,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5669221,BELL BORATE OIL,29/09/2022 00:00:00,2022-09-28,2022-09-29,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,11.0,5.0,1.5,31.0,199.0,0.0,0.1,0.7,0.0,3.3,0.3,0.0,0.2,3665.0,12.0,1167.0,95.0,1484.0,0.6,0.0,1.0,,0.0,,111.8,,,,,,,,,,,,,34,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5669224,BELL BORATE OIL,29/09/2022 00:00:00,2022-09-28,2022-09-29,1,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,9.6,14.0,6.1,1.8,70.0,308.0,1.1,0.6,1.5,0.0,6.7,0.6,0.0,0.0,2780.0,12.0,1407.0,78.0,1117.0,1.0,0.0,0.4,,0.0,,122.0,,,,,,,,,,,,,47,,0.1,,Serious
